score,text,idx,user,written_at,agree,disagree
10,"한 마디만 하자면, 그냥 보세요.",9210852,오레오(stud****),2014.09.13 17:19,1,1
10,아.. 아름답지만 슬프다 하지만 아름답다!!,9212674,yeee****,2014.09.14 02:17,0,3
7,이 영화는 수많은 선택지와 쇼킹한 문제를 냈지만 답을 안줬다. 감점받아라.,9212886,계란말이(dama****),2014.09.14 04:12,1,2
10,"이건 진짜 손에 꼽을 정도로 최고인 영화. 영화 거의 끝날쯤에 심야때 너무 보고싶어서 갔는데 영화관에서 안봤더라면 정말정말 후호ㅓㅣ했을영화 너무 환상적이고 아름다움 그자체임 이 영화를 영화관에서,3D로 본것에 정말 ...",9213437,가혀이(gaga****),2014.09.14 11:45,3,3
10,평점이 너무낮다올리려고 로그인도 했네,9213522,dkst****,2014.09.14 12:28,2,2
10,영상이 아름답다 극장에서 못본게 너무나 안타깝다,9215085,밈블(gree****),2014.09.14 20:47,2,2
10,최고임 평점 올려야되요 이런영화는,9216141,km10****,2014.09.15 01:28,3,3
10,리얼리얼리얼리얼리얼개굳,9217246,샤프심(wbh1****),2014.09.15 15:40,0,0
9,"애니멀리즘, 휴머니즘 속에 판타스틱 서바이벌 투어. 재난과 생존의 외피를 두른 삶과 그리움에 관한 영화. 영상이 아주 아름답다.",9218507,freeman(hepy****),2014.09.16 03:07,0,0
8,지루하기도 했지만  괜찮은듯,9219044,루피(xx41****),2014.09.16 14:00,0,1
9,"영화를 보기전엔 단순히 영상만 이쁘고 조금 지루할수도 있는 영화라 생각했는데, 보고난 후 그 생각을 다 깨버렸다 오랜만에 정말 좋은 영화를 본 것 같았다",9219222,Myo(blac****),2014.09.16 16:04,3,3
8,뭐 잼나긴 했는데 기대가 넘 커서인지 그닥ㅎ,9219508,워럽(neos****),2014.09.16 18:57,0,2
7,솔직히 조~금 지루하기는 했음,9220595,달빛아래호수(cheo****),2014.09.17 11:19,0,3
10,반전과 동시에 끼워맞춰지는 퍼즐은  감동을 넘어 쾌락마져 가져다 주었다.,9222075,나임(qhfk****),2014.09.18 05:57,0,0
10,일욜 아침에 일어나서 정말 아~ 무생각없이 봤는데 영화끝나고 머리띵해지는 느낌받음. 삼OO 인생에 정말 손에 꼽는 영화 중 하나가 될듯,9226123,언데여캐(kiil****),2014.09.19 15:07,0,0
10,많은것을 내포하고있는 영화평점이 너무 낮다,9230784,민트초꼬(thfk****),2014.09.21 03:44,2,2
10,같은 조건을 쓰고 우리나라 감독에게 맡긴다면 누가 있을까? 아무리 생각해도 없다. 천재감독.,9231408,에티엔느(etie****),2014.09.21 12:39,0,0
7,재밌을거 같긴하다 근데 종교적이고 호랑이와 인간만 남았다는게 좀억지스럽네ㅋㅋ 유치하기도 하고ㅋㅋ,9231643,별지기(jjh0****),2014.09.21 14:07,0,1
10,와....ㅋㅋㅋㅋ.,9232877,브로콜리(tjdt****),2014.09.21 21:16,0,0
9,가볍게 보기시작했지만 심오한영화다,9232880,눼눼눼(nest****),2014.09.21 21:17,0,0
10,책을 읽고 깊은 감동을 받았습니다.혹시나 그 감동 잃을까 영화보기를 미루다 이제야봤는데...영화관에서 못본것에 땅을 치고 후회하게 되었네요!,9232895,여유(usm8****),2014.09.21 21:21,0,0
10,이 세상의 라이벌은 자신이다....신이 우리를 만든 것도 자신을 알기 위해 만든 것처럼.... 이런 큰 의미를  여러가지 소재로 사용한 감독을 높이 산다.더불어 황홀한 CG의호랑이와 소년에게도..힘들때마다 보게 될 ...,9233673,금빛분자(para****),2014.09.22 02:39,1,1
8,3D IMAX에서 봤어야 했는데...ㅠㅠ,9233723,미냉이(huve****),2014.09.22 03:38,1,1
8,호랑이는 과연 어디로 갔을까???,9234954,phss****,2014.09.22 19:08,0,0
10,모든 항목에서 만점주고싶은 영화,9236451,햇살(2gud****),2014.09.23 15:02,0,0
10,만점... 최고의 작품이라고 생학한다.,9239961,메타논리학자(meta****),2014.09.25 12:44,0,0
10,반전을 이렇게 끌어내다니..진짜 감탄이다.,9241438,SiriuS Manic(hwan****),2014.09.26 02:08,0,0
4,지루한 라이 오브 파이.,9242694,hans****,2014.09.26 20:32,0,1
9,아름다운 너무 아름다운 영상들,9245762,여정중(moon****),2014.09.28 02:28,0,0
10,신비롭고 놀랍다. 이리도 아름다울 수가!  그리고 이렇게 가슴 먹먹할까!,9245838,사계kymkimjm(youn****),2014.09.28 03:35,0,0
10,이런 영화는 진짜 10점 만점을 줘야한다. 파이가 살아남기 위해 구명보트 위에서 여러가지 노력을 한게 참 도전적이었다. 이런 주인공을 보고 나도 한가지라도 열심히 도전적으로 해야겠다는 생각이 든다. 라이프 오브 파이...,9246975,대단한장애인(park****),2014.09.28 17:53,0,0
10,아 영화관에서 다시한번 꼭보고싶다 이런적없었는데...넘좋은영화~~영화관에서 안본걸 나또한후회한다 뭐하느라인제본건지ㅠㅠ,9247474,청아(ghdu****),2014.09.28 21:46,3,3
10,입이 떡 벌어 질 만한 내용 이었다. 참신했고 신기했다. 이 영화를 지금이라도 보게 되어 기뻤다.,9247531,미토끼(jp00****),2014.09.28 22:02,0,0
10,OCN 으로 뒤늦게 보게 되었는데.. 뭐라 말할수 없을정도로 감명깊게 봤다. 후반부의 반전 때문에 온몸의 털이 곤두서는 듯한 느낌을 지울수가 없었다. 진짜 기가 막히다!! 동화 속의 잔혹한 진실이 숨어 있는 영화 였...,9249240,세이라키아(tldl****),2014.09.29 17:52,3,3
10,색감이 너무 예쁘고 아름답다 호랑이와 함께 포류라니! 흥미로운 소재도 마음에 들고 몰입도 있게 이야기를 잘 풀어낸거 같다,9249244,wiz723(jung****),2014.09.29 17:53,0,0
10,"무엇인가를 갈구하다보면, 어느샌가 내 손에 쥐어져 있게 마련이지. 나 자신도 모르게....",9249348,zzin****,2014.09.29 19:00,4,4
10,영화 내내...시체 배변 더러워야할 보트안이 깨끗한걸 보고...너무 미화시킨다고 감독 욕했었는데...잔잔하지만...쇼킹한 반전...,9250815,나치돌격(blac****),2014.09.30 17:17,2,2
10,별점을 올려야해!!!!,9252333,가야금야금(lucy****),2014.10.01 17:05,0,0
10,내인생에 이런 명작을 볼수있다는게 행복하다....,9253076,셀프라이저(bung****),2014.10.02 00:37,0,0
8,아름다운 내용과 아름다운 CG 그리고 아름다운 결말,9259036,gree****,2014.10.03 18:41,0,0
9,대박...완전히 소름돋게 만드는 영화.,9259089,호이(mame****),2014.10.03 18:55,0,0
10,보는 내내 몰입을 한 영화ㅠㅠ,9259108,봄여울(ghdc****),2014.10.03 19:01,0,0
10,나 영화광인데 이 영화.. 어린 남동생이 보고와서 재미없다고 해서 극장가서 안보고 오늘 티비로 해주는거 걍 심심해서 봤는데... 내 인생 후회되는 일 다섯 손가락안에 꼽힐듯.. ㅠ ㅠ 아..,9259171,바이윤(yun8****),2014.10.03 19:18,2,2
10,마지막반전뿐만아니라중간의영상도너무아름다웠다..진짜영화관에서못본게너무후회가된다,9260844,따귀없어요(ryn7****),2014.10.04 01:23,0,0
5,왜 이렇게 높은 평가를받는지 노이해,9260967,gm(angh****),2014.10.04 01:58,1,3
10,영상미가 무슨 치트키 수준이네 ㅋㅋ 결말도 여운이 장난 아님,9272431,당근소년(kyle****),2014.10.07 20:27,0,0
1,지루해서 잤다....,9273239,사내자식(yooi****),2014.10.08 02:52,6,8
10,영화에 숨겨진 요소들이 많다. 다시보면 보인다.그리고 이 영화에 나오는 동물들은 하나의 비유다. 평점 낮게 준 사람들은 이해하지 못한듯 다시봐라,9276522,서울꼬마(shar****),2014.10.09 02:54,0,0
10,별생각없이 몽환적이었다가 급반전이..잊혀지지않음!,9277580,커프스(kimd****),2014.10.09 14:00,0,0
10,내가 이걸 왜 이제 봤지 ? 이영화 평점 최소 9.2는 돼야한다,9283376,현다이(yes4****),2014.10.11 07:23,0,1
10,이거 반전영화 아닌ㄷ 책으로보면 그저 결말을 2개 놓은것 뿐임,9294477,잉간(08dn****),2014.10.15 20:36,0,0
10,영화관에서 못본 것이 두고두고 후회된다. 2번이상 볼 때 더 재밌는 영화.. 오늘 파이이야기 원작소설 주문했다,9297913,한스(ict2****),2014.10.17 15:17,0,0
10,소년이 정말 뱅골호랑이와 살아남은건지 아니면 다른이를 죽이고 홀로 자신만의 싸움을한것인지..중요한건 듣는이의 믿음이다.저는첫번째 이야기를 믿고싶네요.,9298531,Ranun(leeh****),2014.10.17 21:18,3,3
10,tv에서 하는거 보고 여기 글 쓰기는 처음. 내 생 최고의 베스트무비중 하나,9299465,딸기(dwdx****),2014.10.18 09:12,0,0
10,아직 난 많이 부족한사람이지만정말 크게 다가왔다내가 더 발전해서 본다면 얼마나 더 클까...한번 더 보고 싶은 영화이다..,9303701,백마(dyfl****),2014.10.20 00:02,0,0
10,자막없이 봤다. 분명 재밌었다. 화면은 시선을 사로잡기 충분했다. 리뷰를 보고 뭔가 반전이 있는것 같은데 좀 더 실력을 향상시키면 이해되겠지~,9313742,쿠푸으(just****),2014.10.24 21:02,0,0
10,점수대로다.  내 인생에 베스트에 남을 영화다.,9314382,발광개양(gtwo****),2014.10.25 00:51,0,0
10,압도적인 영상미 .. 이 하나만으로도 이 영화를 내 인생 최고의 영화중 한편으로 꼽는데 부족함이 없다.,9315062,다시빛으로(pdia****),2014.10.25 10:51,0,0
7,7점은 됩니다....,9322818,십알연(bsuu****),2014.10.27 18:44,0,0
10,라이프 오브 파이야말로 영화가 끝났을때 진정한 시작이 이루어지는 영화라고 생각한다.,9325484,고레몬(qa23****),2014.10.28 23:16,5,5
10,평점낮게준사람들은 네이버에 라이프오브파이 반전검색해보고오길... 지식인 대답중 지리는거있음,9328548,지피셀로(sa42****),2014.10.30 09:04,0,0
9,"영상미 최고! 주인공 연기력도 좋고, 호랑이는... 실사인가?스토리도 짜임세있고, 마지막 반전까지...",9336333,고독한바람(sea_****),2014.11.02 13:09,0,0
10,영상미 너무 아름다워요. 반전해석하면서 봐도 재밌지만 있는 그대로 즐기는 것도 좋아요.,9337422,joonyuk0913(vkxm****),2014.11.02 20:44,0,0
10,끝없는 반전이 관객을 사로잡는다/,9339489,소피아(curi****),2014.11.03 20:17,0,0
8,무엇을 기대하든 그 이상의 영화 뒤도 한번 돌아보지 않고 떠난 리처드 파커의 모습이 잊혀지질 않고 그를 보며 우는 남자아이가 너무나 가여웠다. 영화를 다보고 난 후에 그가 왜 어떠한 현실에 울 수밖에 없었는지 곰곰히...,9342513,shya****,2014.11.05 17:46,11,11
10,10점을 줄수밖에 없는 영화,9355957,fait****,2014.11.08 16:09,2,2
10,굉장한 수작. 9점 이상 나와야 한다.,9361820,개럭(jtot****),2014.11.09 14:51,2,2
6,"지루하던데요,.. 영상미는 좋은데,.. 중간에 몇 군데 스킵한 부분이 있습니다. 지루해서.. 비현실적이고. 인도인들의 말투나 성향이 좀 이해가 안되는 부분이 있고,.. 별로 호감스럽지 않고,.. 이질감일까요. 암튼,...",9366139,리빙토이(hiro****),2014.11.10 04:56,0,3
10,"영화관에서 봤다가 다시 VOD로 봤네요 스토리, 음악, 영상 정말 아름답습니다.인간의 본능과 삶의 의미를...내 내면을 들여다 볼 수있는 훌륭한 영화네요!",9370164,덜렁이(bohw****),2014.11.11 06:01,0,0
10,내가왜이영화를이제야봤을까,9370949,ilov****,2014.11.11 14:08,2,2
8,결말을 곱씹어 생각해보면 경악,9372029,범생이(sky9****),2014.11.11 21:29,0,0
10,내가 왜 이제서야 이영화를 보게된걸까,9372993,YirangKim(coco****),2014.11.12 01:55,2,2
10,반전.소름..그리고 cg..완벽하다,9383591,깡(dlrk****),2014.11.14 20:33,2,2
10,호랑이  털하나라도 자세히 표현할려고 할리웃 디자인그래픽 전문가 15명이  붙었지 ㅎㅎㅎ,9386499,이메디(toto****),2014.11.15 15:42,0,0
10,장자의 조삼모사 이야기,9387781,공유아이디(intw****),2014.11.15 20:45,0,0
10,황홀한 시각적 향연끝에 찾아오는 긴 여운.,9390362,wlsd****,2014.11.16 11:02,2,2
10,정말 훌륭한 영화다. 이 영화의 내용들이 많은 것을 느끼게 해주고 너무 경이로운 장면들에 보는 내내 감탄했다. 이 영화를 영화관에서 보지 않은 것 일찍 보지 않은 것이 후회된다 10점이 아깝지 않은 영화!,9397362,dd(tlsg****),2014.11.18 02:30,0,0
10,점수만 주고픈데 글을 써야하네..,9397369,cjsd****,2014.11.18 02:32,0,0
10,종교를 담은 이야기 중 가장 설득력 있는 메세지를 던지지 않았나. 무엇을 믿든 그게 설령 허구일지라도 우리를 풍요롭게 할 수만 있다면.,9397375,skwn****,2014.11.18 02:39,0,0
10,있을수없는 이야기인것 같지만 어떻게 보면 또 있음직한 이야기첨부터 끝까지 정신줄 놓고봄 ㅋ,9397549,lott****,2014.11.18 07:10,0,0
10,영상미+스토리 어느하나 빠짐없는 경이로움.,9403281,사자탈을쓴곰(xoeu****),2014.11.20 14:27,0,0
10,디비디방에서본걸 다행이라 생각한다,9410848,고니(son9****),2014.11.22 17:16,0,0
10,정말 좋은 영화 10점 이상주고싶다.,9417763,midjuly(koip****),2014.11.24 08:13,0,0
10,"영상미가 좋다. 아바타와 비슷한 느낌도 들고, 신비롭다. 생각 많이 하게되는영화,,특정부분에서 잘못들은줄 알고 나중에 찾아봄. 엄빠주의 ㅋㅋ",9418126,살찐토끼(8mir****),2014.11.24 11:12,0,0
8,"숨은의미 찾기.. 가 주가 되는 영화인듯하다. 당시 극장에서 3d로 봤었는데,감독의 메세지를 돌려서 해석하는게 너무 난해했다.",9426661,Faker(binn****),2014.11.27 16:54,0,0
10,책으로 너무 재밌게 봐서 영화도 기대하고 봤습니다. 역시 기대를 저버리지않더군요 제가 상상했던 그대로였습니다!,9429938,sin1****,2014.11.28 19:59,0,0
10,대단한 작품. 작가와 감독이 존경스럽다.,9435436,pimh****,2014.11.30 15:04,0,0
10,망망대해 나는 너로 너에게서 다시 나로. 나에게 던져주었던 철학적. 종교적인 물음따윈 던져두고서라도  소름끼치게 무섭고 아름다운 영상미만으로도 두번 보게 된 영화.,9438590,태엽감는새(thsw****),2014.12.01 14:42,0,0
5,"아이맥스로 봤는데,   영상미는 인정한다..   근데 영화가 너무 너무 지루함,,",9439081,카오카(fghy****),2014.12.01 18:38,0,0
10,아 영화관에서 볼껄 이걸 왜 이제야 봤지,9442080,뀨잇(hyan****),2014.12.02 23:29,1,1
10,"바다를 응시하는 리차드에게 파이는 묻는다. 뭘 보는 거냐고, 무슨 생각을 하느냐고. 감당할 수 없어 자신의 야만성을 자아에서 분리해낸 파이는 그를 끝끝내 이해하지 못했다. 아마 우리가 신을 믿는 이유는 이해할 수 없...",9447969,C2H5OH(chld****),2014.12.05 00:33,85,6
10,원작을 읽었었기 때문에 영화 개봉했을때 굳이 보러가지 않았었는데 뒤늦게 영화를 보고 엄청난 후회중. 영상미와 연출력 모두가 스토리를 극대화 시킨다. IMAX에서 봤으면  비슈누가 되어 우주의 바다를 헤엄치는 기분이었...,9450256,날칩(bity****),2014.12.05 22:25,0,0
8,"영화 초반 종교에 관한 이야기인 줄 알았다. 영화가 끝나고많은 부분을 이해하지 못한 난 삶의 소중함만 느낄 수 있었다. 다른 사람의 리뷰를 보고나서 난 큰 충격을 받을 수 밖에 없었다. 믿음과 의심, 이성과 본능.....",9454033,제딜(kdhk****),2014.12.07 00:56,0,0
7,"많은 과정을 내포하고 있지만 그리 탐탁치는 못했다. 하지만 눈은 즐거웠다,",9456511,끽끽이(yong****),2014.12.07 21:28,0,0
5,다 좋았는데 일본해...이후 영화에 잘 집중하기 힘들었다 하여튼 일본놈들 어딜가서나 개민폐,9456565,추억이면(wow_****),2014.12.07 21:48,1,1
10,내용과 영상미 둘 중 어느 하나도 부족함이 없다 극장에서 못본게 너무 아쉽다,9457371,제이크벅그(slsk****),2014.12.08 02:42,0,0
2,그냥 차라리 안보는게 낫다.,9458811,세계최강(nba1****),2014.12.08 18:55,0,1
8,"조화(調和), 조화(造化). 좋다 , 좋아.영화라는 그릇에 다 담지 못할 내용임에도 일관성있게 주제를 이끌어간 수작.",9463994,신(con_****),2014.12.10 22:12,0,0
8,"해피엔딩임을 알지만 실제 상황에서 희망을 찾게 되는 스토리, 바다 위 의 악몽 하지만 아름다운 해몽.",9465300,dbsc****,2014.12.11 13:05,0,0
7,dvd로 보는 것보다 영화관에서 보는 것이 시각적면에서 더 극대화가 되는 영화라고 본다. 그래서  재미 반감이 된 것 같다.  또한 영화에서 파이가 자신을 리차드 파커로 보는 장면에서 이해하기가 난해했던 부분이 있어...,9465636,김예슬이(jmh8****),2014.12.11 16:05,0,0
10,"두고두고 생각나는 영화, 영상, 스토리 모두 완벽하다",9467708,허스트(imag****),2014.12.12 14:02,0,0
10,재밌어요!!!!22,9469735,없음(john****),2014.12.13 10:24,0,0
8,넓은 바다와 그 바닷 속 그리고 그 가운데 표류하는 작은 배를 보여주는 색채가 아름다운 영화이다. 바닷속은 마치 물감을 풀어놓은 듯 생생하게 느껴져 극장에서 못 본 것이 너무 아쉬웠다.,9470248,큐비스트(cksd****),2014.12.13 14:08,0,0
10,"탁월한 이야기꾼 파이의 아름다운 환상과 잔혹한 진실, 우리에게 맡겨진 선택. 우리는 그저 영화 라이프 오브 파이에서 원작, ‘파이 이야기’라는 재료가 이안이라는 요리사의 상상에 의해 얼마나 먹음직스럽게 요리 되었는가...",9471074,제노이드(lu_5****),2014.12.13 20:11,0,0
10,3d재개봉 하는 곳 없나요...,9471844,이호석까지마(howa****),2014.12.13 23:54,0,0
10,"눈에 전부 보이기를 선택하기보다는 반영을 선택하여 숨겨진 요소들로 인해 원작을 읽고 적어도 두 번은 봐야 그 진정한 맛을 느낄 수 있는 영화, 그리고 이안 감독의 아이덴티티라고 생각할 수 있는 연출법을 가장 잘 표현...",9471908,윤윤(ss99****),2014.12.14 00:11,0,0
9,삶은 언제나 치열하다.,9472180,cota****,2014.12.14 01:39,0,1
10,영화가 끝나고 여러가지를 생각해주게 하는 영화. 영화 자체로도 매우 괜찮다. 원작이 있어 차이점을 비교해 보면서 보는것도 하나의 재미. 이런 얘기를 이런식으로 풀었다는게 굉장하다.,9476078,김느루(gi_h****),2014.12.15 12:11,0,0
9,처음에는 영상미에 반하는 영화이고 다음에는 파텔의 두가지 이야기에 대해 많은 생각을  하게 되는 영화였다. 하지만  시간적 한계 때문에 심리 묘사나 종교적 인식에 대해서 구체적으로 다루지 못한 점이 아쉽다.,9477796,skyw****,2014.12.16 02:07,0,0
8,뭔가 허무맹랑 한 것 같으면서도 동화같은면에 잔잔히 기억에 남는듯. 특별한 임팩트는 없어도 자꾸만 생각나는 그런,9477868,눈속의별(seul****),2014.12.16 03:03,0,0
10,"잔잔하다가 요동치기를 반복하는 파도와 같은 , 혹독하지만 황홀한 인생 이야기.",9479838,TDKR(punk****),2014.12.17 01:10,0,0
10,보는내내 넘 아름다웠고 스릴도짱,9481159,나놔(dhfl****),2014.12.17 14:37,0,0
9,망망대해에서 소나기를 만나듯 신은 죽음의 문턱앞에서 딱 한모금의 단비만을 내려준다.,9481255,yoo bin(dldb****),2014.12.17 15:10,0,0
8,한번쯤 상상해봤을만한 이야기를 아름다운 영상으로 재치있게 표현한것 같다. 영화는 끝났지만 파이(π)라는 이름처럼 끝나지않는 잔잔한 여운이 남는 영화.,9481702,dark****,2014.12.17 17:03,0,0
10,영화에서 중요하게 봐야할 것은 시련과 맞닥뜨린 순간마다 파이의 ‘선택’이 무엇이었냐는 것이다. 아마도 허구일지 모르는 리처드 파커와 동행하며 신앙에 의지하는 부분에서 영화는 믿음의 존재이유를 말하고 있다. 매순간이 ...,9481936,jeeh****,2014.12.17 18:13,0,0
7,지루하다고 느낄수도 있었지만 영화의 영상미가 너무나도 아름다웠다. 영화관에서 보지 못한게 아쉽다.,9481945,옹야(tjdr****),2014.12.17 18:14,0,0
9,"이 이야기는 이드와 에고 슈퍼에고가 충돌하는 내면의 요람이라 할 수 있다. 영화는 파이가 행한 비인도적 행위를 식인섬을 통해 미화하고, 본능 속에 잠재된 또 다른 이성을 바다의 우주로 표현하는 등, 인간 내면의 모습...",9482034,미네르바(wish****),2014.12.17 18:41,0,0
10,눈을 즐겁게 하고 싶다면 영화! 뇌를 즐겁게 하고 싶다면 책!개인적으로 나는 2개 다 보는게 좋다고 생각한다. 영화를 보면서  헤~ 하고 지나갔던 장면을 책으로 다시보니 눈물이 찔끔나는  장면이 있었다. 2개의 재미...,9482159,몽구스(tico****),2014.12.17 19:13,0,0
9,"영상의 제약으로 동물을 향한 주인공의 애정 어린 시선, 종교에 대한 깊은 고찰, 배 위에 남겨졌을 때 주인공이 느낀 그 복잡하고 미묘한 감정들을 다 담아 내지 못했다는 점이 아쉽다. 하지만 상상을 뛰어넘는 영상미, ...",9482252,Mocha(voix****),2014.12.17 19:34,0,0
10,소규모 무대 속 황홀한 무대장치에 의한  시각적 폭식.그 포만감은 오래 남을 듯 싶다.,9482290,anst****,2014.12.17 19:43,0,0
8,영화가 끝나가기 시작할 때 다시 영화가 시작되는 엄청난 영화이다. 태평양 한 가운데에서 인간과 동물의 생존과 죽음을 아름다운 영상미로 관람할 수 있어서 좋았다. 다만 한가지 아쉬운 점이 있다면 책으로 읽었을 때 처럼...,9482360,vndd****,2014.12.17 20:02,0,0
10,이 영화를 보기전에는 무슨 영화인지 몰랐지만 영화가 시작하고 봤을때는 그 영상미와 분위기에 압도를 당했던 것 같다. 이 영화를 보고 이 영화를 영화관에서 보지 못한게 후회스럽다.,9483046,조수범(chos****),2014.12.17 21:52,0,0
7,일반인과 다른 시선을 갖고 있는 이안 감독에게서 느껴지는 괴리감이 존경으로 느껴진다. 감독의 섬세함과 넓은 시야에서 나오는 그 영상미는 원작의 그것을 뛰어넘게 해준 것 같다. 하지만 중간에 나오는 ‘sea of ja...,9483084,ㅋ(rugi****),2014.12.17 22:00,0,0
9,이 영화는 마치 새벽에 몰래 끓여 먹는 라면같이 입 속에 폭풍흡입이 되듯 동공 속으로 빨려들어왔다. 파란만장한 파이 파텔의 삶이 잘 나타난 영화라고 생각한다.,9483275,whdd****,2014.12.17 22:41,0,0
9,영화에 나온 바다에선 별이 보이는 것 같다. 이런 아름 다운 장면을 영화관에서 보지 못한 것이 아쉽다. 영화를 본지 3주가 되가지만 아직도 여운이 남아있다.,9483532,hw4056(alsw****),2014.12.17 23:23,0,0
9,"영화는 ‘파이’라는 이름을 통해 종교와 과학, 본능과 이성, 감정과 이성, 인간과 동물 무엇 하나 확실히 규명 지을 수 없는 문제들을 보여주었다. 내가 사는 이 현실에서 규정 지을 수 있는건 있을까?",9483850,모두다zZ(hnl9****),2014.12.18 00:31,3,3
8,보통 원작 소설이 있는 영화는 원작과 비교되어 저평가되는데 라이프 오브 파이는 원작의 질질 끄는 듯한 문장들을 잘 간추려서 표현했다. 왜 이렇게 의미없이 긴 문장을 사용했을까 느끼는 것들도 영화에선 인물들의 행동 표...,9483954,벵이(dbsq****),2014.12.18 00:41,0,0
10,처음 영화를 봤을때에는 그저 영상미에 감탄하였지만 소설을 보고 그 해석에 대해 알게된 후 다시 보니까 새로운 것이 보이고 얼마나 많은 고심끝에 쓰인 이야기인지 알게 되었다. 굉장한 명작이라고 생각한다.,9484258,이름없음(juli****),2014.12.18 01:40,0,0
8,"영화는 책에 비해선 덜 구체적이였지만 오히려 책보다 바다에 체류하는 기간이 짧게 보여져 덜 지루하였고, 밤바다의 아름다운 그래픽효과에 광활한 우주를 보는 것 같아 시각적으로 즐거운 영화였다고 생각한다.",9484461,zptx****,2014.12.18 02:59,0,0
7,"신의 존재와 종교, 이성과 진실에 대한 메타포 속에서 얀 마텔은  반만 알려주고 나머지 절반은 우리에게 떠넘겼다. 재밌었지만 또 볼 생각은 없는 영화.",9484577,Young(god9****),2014.12.18 04:21,0,0
9,포류에 있어서 보여지는 인간의 본성과 인간의 생각을 영상미로 잘 보여준 작품. 끝에 결말은 많은 것 들을 생각 하게 한다 .,9484926,아지겨우(ehdi****),2014.12.18 10:22,0,0
9,책의 내용을 훌륭하게 표현해냈다. 게다가 영화의 장점인 영상미를 잘 살렸는데 특히 해파리 때와 바닷속 발광체들의 밤바다는 비슈누의 입 속 우주를 바다에 표현한 것 같았다.,9484945,tjdw****,2014.12.18 10:28,0,0
10,"시간이지나면영화내용은잊혀지겠지만,영화가주는진한감동은평생토록내마음한편에자리잡고있을것같다.제목을보곤수학에관한영화일줄알았는데제목역시반전을주는요인중하나였다.영화속멋진cg장면들은시간이지나도먹먹한감동을주고있다.이런감동은영화가끝...",9485309,난알아요(byul****),2014.12.18 12:38,0,0
10,"처음 혼자 본 영화였고 당시에 난 영화의 영상에 그저 감탄했다. 다시 보았을 때는 내가 불어라는 새로운 걸 배우게 되어 불어가  들려 놀랐고,  매우 비현실적이지만 보는사람에게 현실로 믿고 싶게 만드는 감독과 작가의...",9485352,ㅇㅁㄻㅇㅎㅁㅎ(qowl****),2014.12.18 12:53,0,0
9,"먼저 이 영화의 영상기술에 감탄할 수 밖에 없었다. 마지막 결말의 다른 버전의 이야기를 들으며 과연 어떤 이야기가 진실일지, 어떤 이야기를 믿어야 할지에 대한 의문이 생기기 시작했다. 많은 생각을 하게 하는, 단순하...",9485546,enje****,2014.12.18 14:01,0,0
9,"가장 먼저 인상이 깊었던 것은 영상이 화려했고, 파이를 통해 이성과 종교적인 요소의 융합, 이성과 본능 등 인간 내면의 복합적인 요소를 보여줬다. 힌두교를 알고서 보면  종교적인 요소를 표현하고 싶었던 것을 알 수 ...",9485614,동스(dyby****),2014.12.18 14:27,0,0
9,이 영화의 영상미는 그 어떤 영화보다도 아름답다. 다른 영화의 영상미가 그냥 커피라면 파이스토리의 영상미는 T.O.P다.,9485827,wkdg****,2014.12.18 15:43,0,0
9,장면 전환이 다른 영화들과는 달리 매우 자연스럽게 이루어 졌고 책을 읽으며 상상했던 장면들보다 환상적이고 동화를 보는 것처럼 나타내었다. 원작이 소설일 경우 생략되고 누락되는 경우가 많은데 그런 것이 거의 없이 정말...,9485852,쏠쏘르(leeh****),2014.12.18 15:51,0,0
5,영상미는 정말 예쁘다고 생각한다 근데 솔직히 말하면 전쟁영화나 공포영화같이 긴장감있고  스릴있는 영화를 좋아하는 사람들에게는 지루한 영화다,9485883,gks7****,2014.12.18 16:01,0,0
6,일단 영화을 본 후에  든 느낌은 '참 똑똑한 영화다' 라는 것이었다. 재미와 교훈 이 두가지를 매우 흥미롭게 전달했다는 것에 대해 왜 이 영화가 많은 사람들에게 사랑을 받아왔는지 이해를 할 수 있었다...,9486759,프로젝트(rnrd****),2014.12.18 20:51,0,0
9,이영화진짜꾀 기대되네,9490410,눌누날라(ekac****),2014.12.19 21:58,0,0
9,당신은 신을 믿는가? 주몽과 예수의 미화된 이야기와 실제 일어난 일과의 괴리감을 보여준 영화. 우리는 미화된 이야기만을 믿고 맹목적으로 신을 믿는다. 그런 사람들을 비판할 자격이 있는가?,9493314,쓰리세븐(dodo****),2014.12.20 18:18,0,0
10,스토리가 재밌고 화면이 환상적인 영화. 영적인 암시로 가득한 영화.,9494565,SM(smso****),2014.12.20 23:12,0,0
10,이거 도대체 어떻게 찍은 거지?,9495116,메롱(ha_e****),2014.12.21 01:08,0,0
10,이안 감독의 명성만큼 대단한 영화. 아름다운 영상미와 숨겨진 이야기의 여운이 정말 대단하다.,9495479,동경(skyl****),2014.12.21 03:07,0,0
7,영화는 영상미가 단연 눈에 띄였다. 표류장면은 로빈슨크루소와다를게 없었다. 책은 영화와는 다르게 새로운 사실과 반전도 있었다. 여기에 영화가 한몫 했다. 읽는내내 허니버터칩을 처음 뜯을때의 그 순간!! 느낌으로 읽었...,9495514,헛개차(wnsq****),2014.12.21 03:33,0,0
